idx,class,conversation
378,일반 대화,"지은야, 너 연애 고수잖아. 나 상담 좀 해줘.
엥? 내가 무슨 고수야. 뭔데? 좋아하는 사람 생겼어?
옆 반에 지민이 있잖아. 걔랑 친해지고 싶은데 방법을 모르겠어.
아 지민이? 걔 착하고 예쁘지. 연락처는 알아?
아니 말도 한 번 못 걸어봤어. 어떻게 다가가야 하냐?
음, 일단 매점이나 복도에서 마주치면 인사부터 해봐.
인사? 뜬금없이 인사하면 이상하게 생각하지 않을까?
웃으면서 하면 괜찮아. 자연스럽게 안면 트는 게 중요해.
으 떨린다. 내일 한번 시도해볼게.
힘내라 친구야. 응원한다."
379,일반 대화,"야 이제 곧 여름방학인데 넌 계획 세웠어?
나는 이번 방학 때 가족 여행 가기로 했어. 제주도로.
와 제주도? 부럽다. 맛있는 거 많이 먹겠네.
응 벌써 기대돼. 너는 뭐 할 거야?
나는 학원 특강 때문에 죽어라 공부만 해야 할 듯.
아이고 고생하겠네. 그래도 주말에는 쉴 거 아냐.
응 주말에는 너랑 놀아야지. 선물 사올 거지?
당연하지. 초콜릿이랑 기념품 사올게.
역시 {B}밖에 없다. 방학식 날 끝나고 피방 가자.
콜. 그날은 밤새 놀자."
380,일반 대화,"혜진야, 너 혹시 체육복 남는 거 있어?
아니, 나도 지금 입고 있는 거 딱 한 벌밖에 없는데. 왜?
아, 깜빡하고 집에 두고 와서 빌릴 수 있나 했지.
저런, 다음 교시 체육 선생님 복장 검사 빡세게 하시는데 큰일이네.
그러게 말이야. 다른 반 애들한테 한번 물어봐야겠다.
옆 반 준호한테 한번 연락해봐. 걔는 두 벌 가지고 다닐걸?
아 맞다. 준호가 있었지. 고마워 알려줘서 지금 가봐야겠다.
아니면 매점에서 파는 기본 티셔츠라도 사 입어. 급하잖아.
그래야겠다. 일단 준호한테 먼저 가보고 없으면 사야지.
그래 얼른 가봐. 종 치겠다. 잘 해결해.
응 나중에 보자. 땡큐!"
381,일반 대화,"지은야, 미안한데 샤프심 좀 빌려줄 수 있어?
어? 너 필통 안 가져왔어? 여기 있어. 몇 개 줄까?
아니 필통은 있는데 샤프심 통이 비어있네. 두 개만 줘.
자 여기. 넉넉하게 가져가. 지우개는 있어?
응 지우개는 있어. 진짜 고맙다. 이거 아니었으면 멍 때릴 뻔.
다음 시간 수학인데 필기할 거 많으니까 잘 적어.
으, 수학 시간 제일 싫다. 벌써 졸려.
졸지 말고. 선생님이 이번에 시험 문제 힌트 주신대.
진짜? 정신 똑바로 차려야겠네. 고마워.
끝나고 돌려줘. 수업 잘 들어."
382,일반 대화,"수진야, 이번 기말고사 영어 시험 범위가 어디까지지?
너 수업 시간에 또 잤냐? 교과서 3단원부터 5단원까지잖아.
아 헷갈려서 그랬지. 외부 지문은 안 들어가는 거 맞지?
아니야. 선생님이 나눠주신 프린트물 2장도 포함된다고 하셨어.
헐 진짜? 프린트물 나 잃어버린 것 같은데 어떡하지.
칠칠맞기는. 내가 복사하게 빌려줄 테니까 매점 가서 복사해와.
와 너는 천사야. 진짜 고마워. 내가 맛있는 거 사줄게.
떡볶이 콜? 학교 끝나고 앞 분식집 가자.
당연하지. 내가 쏠게. 지금 복사하러 다녀올게.
그래 얼른 다녀와. 찢어지지 않게 조심하고."
383,일반 대화,"야 오늘 점심 급식 메뉴 뭔지 아냐? 배고파 죽겠다.
오늘 수요일이라 특식 나오는 날이잖아. 스파게티랑 돈가스래.
대박. 내가 제일 좋아하는 조합이네. 빨리 먹으러 가자.
근데 4교시 선생님이 늦게 끝내주시면 밥 늦게 먹을 텐데.
아 맞다. 오늘 독사 선생님 시간이네. 제발 제시간에 끝내주길.
종 치자마자 뛰어야 돼. 줄 서는 거 전쟁이잖아.
알겠어. 내가 뒷문 쪽에 앉았으니까 먼저 나가서 자리 맡을게.
오케이. 나는 물 떠갈게. 많이 받아놔라.
걱정 마. 오늘 두 그릇 먹을 거니까.
체하지나 마라. 수업 시작한다."
384,일반 대화,"미소야, 너 C타입 충전기 있어? 배터리가 5%야.
어 나 보조배터리 있는데 이거 쓸래? 케이블도 있어.
오 땡큐. 근데 이거 수업 시간에 꽂아놔도 되나?
몰래 책상 서랍 안에 넣어두고 충전해. 걸리면 뺏겨.
그래야겠다. 오늘 집에 갈 때 연락해야 해서 꺼지면 안 되거든.
배터리 관리 좀 해라. 맨날 간당간당하더라.
어제 충전하는 걸 깜빡하고 잤어. 멍청이같이.
하하. 한 20분이면 어느 정도 찰 거야.
응 고마워. 다 쓰면 바로 돌려줄게.
천천히 써."
385,일반 대화,"철수야, 진짜 미안한데 오늘 청소 당번 좀 바꿔줄 수 있어?
오늘? 나 오늘 학원 가야 해서 바로 가야 하는데 왜?
오늘 몸이 너무 안 좋아서 병원 좀 빨리 가보려고.
아 그래? 많이 아픈가 보네. 얼굴이 창백하다.
응, 열도 좀 나는 것 같고. 내일 내가 대신 두 배로 할게.
알겠어. 아픈데 어쩔 수 없지. 내가 반장한테 말해둘게.
진짜 고마워. 너 덕분에 살았다. 내일 맛있는 거 사올게.
얼른 조퇴증 끊어서 병원부터 가봐. 푹 쉬고.
응 내일 보자. 청소 부탁할게 미안.
걱정 마. 조심해서 가."
386,일반 대화,"야 점심시간에 운동장에서 축구할 건데 너도 할래?
오늘 날씨 덥지 않아? 땀 흘리면 찝찝할 텐데.
에이 남자가 땀 좀 흘려야지. 옆 반이랑 내기했어.
내기? 뭐 걸고 하는데? 아이스크림?
어, 지는 반이 매점에서 아이스크림 전체 쏘기로 했어.
오 그럼 해야지. 나 공격수 시켜주냐?
당연하지. 네가 우리 반 에이스잖아. 믿는다.
알겠어. 밥 빨리 먹고 운동장으로 나갈게. 축구화 챙겨야겠다.
그래 늦지 말고 나와. 몸 풀고 있자.
오케이. 오늘 다 발라버린다."
387,일반 대화,"현우야, 혹시 내 영어 교과서 못 봤어? 책상 위에 뒀는데.
영어 책? 아까 철수가 빌려 가는 것 같던데? 너 없어서.
아 진짜? 말도 없이 가져갔어? 찾고 있었는데.
급하게 수행평가 본다고 잠깐 본다더라. 금방 가져올걸.
휴, 잃어버린 줄 알고 깜짝 놀랐네. 다행이다.
철수 지금 교무실 갔으니까 오면 달라고 해.
응 알겠어. 다음엔 말하고 가져가라고 해야겠다.
네가 자리에 없어서 그랬나 봐. 너무 화내지 마.
화난 건 아니고 놀라서 그렇지. 알려줘서 고마워.
응 이따 봐."
388,일반 대화,"야 배고프다. 매점 가서 빵이나 사 먹을까?
방금 밥 먹었는데 또 배고프냐? 넌 위장이 두 개야?
급식이 맛없어서 조금 먹었더니 허기지네. 같이 가주라.
귀찮은데... 사주면 같이 가고 안 사주면 안 가.
와 치사하다. 알겠어 초코우유 하나 사줄게 가자.
오케이 콜. 나는 소세지빵 먹고 싶은데.
양심 없냐? 우유로 합의 보자. 내 지갑 얇다.
알겠어 장난이야. 우유로 만족할게. 가자.
4교시 체육이라 뛰어야 하니까 빨리 먹고 오자.
그래 뛰어가자."
389,일반 대화,"수진야, 오늘 시험도 끝났는데 노래방 가서 스트레스 풀까?
와 노래방? 완전 좋지. 나 목청 터지게 부르고 싶었어.
그치? 코인노래방 갈래 아니면 시간제로 갈래?
인원수 적으니까 코노 가서 각자 부르고 싶은 거 부르자.
그래 학교 앞 코노 시설 좋더라. 거기로 가자.
나 오늘 100점 맞을 거야. 마이크 놓지 마라.
웃기시네. 내가 가수왕이거든? 딱 기다려.
끝나고 뭐 먹을까? 떡볶이?
노래 부르면 배고프니까 무조건 먹어야지. 가자.
신난다. 빨리 종 쳐라."
390,일반 대화,"나영야, 나 어제 아파서 결석했잖아. 역사 필기 좀 보여주라.
아 맞다 너 어제 없었지. 여기 노트 있어. 글씨 개판인데 괜찮아?
에이 너 글씨 예쁜 거 다 아는데 내숭은. 고맙다.
선생님이 어제 중요한 거 많이 설명하셨으니까 꼼꼼히 봐.
응 사진 찍어서 집 가서 정리해야겠다. 진도 많이 나갔어?
한 5페이지 정도? 생각보다 많이 안 나갔어.
다행이다. 따라잡을 수 있겠다. 다 쓰고 돌려줄게.
천천히 줘도 돼. 오늘 역사 수업 없으니까.
땡큐. 점심때 맛있는 거 줄게.
기대한다."
391,일반 대화,"야 아까 국어 선생님 봤어? 오늘 기분 되게 좋아 보이시던데.
어 나도 봤어. 복도에서 노래 흥얼거리시던데?
무슨 좋은 일 있으신가? 어제랑 완전 딴판이야.
어제는 진짜 무서웠는데. 숙제 안 해온 애들 다 남기고.
그니까. 나 어제 남아서 깜지 쓰느라 손목 나가는 줄.
오늘은 다행히 수업 분위기 좋겠다. 안 혼나겠어.
제발 오늘만 같아라. 질문하면 친절하게 받아주시겠지?
아마도? 로또라도 되셨나. 궁금하다.
수업 시간에 살짝 여쭤볼까?
하지 마. 갑자기 정색하시면 어떡해."
392,일반 대화,"미소야, 우리 동아리 축제 때 뭐 할지 정해야 돼.
아 맞다. 저번에 회의하다가 결론 못 내고 끝났지.
다른 반은 카페 한다던데 우리는 귀신의 집 할까?
귀신의 집? 재밌긴 한데 준비할 게 너무 많지 않을까?
힘들긴 하겠지만 인기는 많을 것 같아서. 입장료도 받고.
하긴 수익금 기부하는 거니까 많이 벌면 좋지.
그럼 애들한테 단톡방에서 투표하자고 해볼게.
그래. 소품이나 의상은 내가 알아볼게.
오 추진력 좋은데? 이번 축제 대박 내보자.
파이팅. 근데 귀신 역할은 누가 해?"
393,일반 대화,"동현야, 나 오늘 석식 먹고 도서관 갈 건데 너도 갈래?
나도 가야지. 시험 기간이라 자리 잡기 힘들 텐데.
내가 밥 빨리 먹고 가서 자리 맡아놓을게. 너 천천히 와.
진짜? 와 넌 내 생명의 은인이야. 내 자리 창가 쪽으로 부탁해.
알겠어. 가방으로 찜 해놓을게. 늦지 않게 와라.
응 양치만 하고 바로 뛰어갈게. 공부할 거 챙겨서.
이번 시험은 진짜 잘 봐야 하는데 걱정이다.
나도야. 같이 열심히 하면 오르겠지 뭐.
그래 이따 도서관 입구에서 보자.
오케이 땡큐."
394,일반 대화,"야 너 오늘 학원 가? 같이 버스 타고 갈래?
어 나 오늘 수학 학원 가는 날이야. 너도 그쪽 가?
어 나도 그 근처 서점에서 책 사려고. 심심하니까 같이 가자.
좋아. 끝나고 정류장에서 만나. 7번 버스 타면 되지?
응 7번이나 10번 아무거나 먼저 오는 거 타자.
근데 오늘 버스 사람 엄청 많을 텐데 앉아갈 수 있을까?
아마 콩나물시루일걸? 서서 가야지 뭐.
다리 아픈데 큰일이네. 이어폰 한쪽씩 나눠 끼고 가자.
그래 노래 들으면서 가면 금방 가니까.
이따 봐."
395,일반 대화,"현우야, 너 어제 그 게임 레벨 몇까지 올렸어?
나 어제 밤새워서 30레벨 찍었어. 넌?
와 미쳤다. 난 아직 20인데. 오늘 퀘스트 좀 도와주라.
그래 오늘 접속하면 파티 초대해. 쩔 해줄게.
든든하다 고렙 친구. 아이템도 좀 남는 거 없냐?
창고 확인해보고 쓸만한 거 있으면 줄게.
역시 친구밖에 없다. 집 가서 바로 접속할게.
숙제부터 하고 켜라. 엄마한테 등짝 맞지 말고.
알겠어. 후딱 끝내고 들어갈게.
대기하고 있을게."
396,일반 대화,"오 현우, 너 머리 잘랐어? 스타일 완전 바뀌었네.
어 어제 미용실 가서 다듬었어. 좀 어색하지 않아?
아니 완전 잘 어울리는데? 훈남 됐어.
에이 거짓말하지 마. 너무 짧아져서 걱정했는데 다행이다.
진짜야. 애들도 다 예쁘다고 할걸? 왁스도 발랐네.
어 기분 좀 내봤어. 고맙다 칭찬해줘서.
나도 거기 미용실 가볼까. 어디서 했어?
학교 앞 사거리에 있는 거기. 학생 할인도 해줘.
오 꿀정보네. 주말에 가봐야겠다.
같이 갈래? 추천해줄게."
397,일반 대화,"야 내 신발 어때? 어제 산 건데 예쁘지 않냐?
오 나이키 신상이네? 이거 구하기 힘든 거 아니야?
맞아. 아침부터 줄 서서 겨우 샀어. 색깔 죽이지.
와 진짜 부럽다. 나도 사고 싶었는데 품절이라 못 샀어.
신어볼래? 사이즈 맞으면 한번 신게 해줄게.
아니야 새 건데 밟으면 어떡해. 눈으로만 볼게.
역시 신발 볼 줄 아네. 아껴서 신어야지.
오늘 축구할 때는 갈아신어라. 흙 묻으면 운다.
당연하지. 슬리퍼 신고 뛸 거야.
하여간 못 말려."
398,일반 대화,"영희야, 너 연애 고수잖아. 나 상담 좀 해줘.
엥? 내가 무슨 고수야. 뭔데? 좋아하는 사람 생겼어?
옆 반에 지민이 있잖아. 걔랑 친해지고 싶은데 방법을 모르겠어.
아 지민이? 걔 착하고 예쁘지. 연락처는 알아?
아니 말도 한 번 못 걸어봤어. 어떻게 다가가야 하냐?
음, 일단 매점이나 복도에서 마주치면 인사부터 해봐.
인사? 뜬금없이 인사하면 이상하게 생각하지 않을까?
웃으면서 하면 괜찮아. 자연스럽게 안면 트는 게 중요해.
으 떨린다. 내일 한번 시도해볼게.
힘내라 친구야. 응원한다."
399,일반 대화,"야 이제 곧 여름방학인데 넌 계획 세웠어?
나는 이번 방학 때 가족 여행 가기로 했어. 제주도로.
와 제주도? 부럽다. 맛있는 거 많이 먹겠네.
응 벌써 기대돼. 너는 뭐 할 거야?
나는 학원 특강 때문에 죽어라 공부만 해야 할 듯.
아이고 고생하겠네. 그래도 주말에는 쉴 거 아냐.
응 주말에는 너랑 놀아야지. 선물 사올 거지?
당연하지. 초콜릿이랑 기념품 사올게.
역시 {B}밖에 없다. 방학식 날 끝나고 피방 가자.
콜. 그날은 밤새 놀자."
400,일반 대화,"동현야, 혹시 지금 통화 괜찮아? 급하게 부탁할 게 있어서.
어, 나 지금 점심 먹고 커피 마시는 중이야. 무슨 일 있어?
다름이 아니라 내가 지금 식당인데 카드를 잃어버린 것 같아서 계산을 못 하고 있어.
저런, 지금 밖인데 지갑 없으면 많이 곤란하겠네. 식당 주인분께는 말씀드렸어?
응, 양해를 구하긴 했는데 혹시 15,000원 정도만 빌려줄 수 있을까?
지금 바로 필요한 거야? 계좌번호 알려주면 바로 보내줄게.
응, 카카오페이로 보내주면 내가 바로 출금해서 계산할 수 있을 것 같아.
알겠어. 지금 앱 켜서 바로 보냈으니까 확인 한번 해봐.
방금 알림 떴다. 진짜 고마워. 내가 사무실 들어가서 바로 갚을게.
친구끼리 뭘 그런 걸로 그래. 조심해서 들어오고 이따 보자."
401,일반 대화,"영희야, 나 지금 택시 타고 이동 중인데 큰일 났어.
왜? 무슨 일이야? 사고라도 난 거야?
아니, 다 도착했는데 카드 결제가 안 된대. 현금이 지금 하나도 없어서 그런가 봐.
아이고, 기사님 기다리시는데 진짜 난감하겠다.
그래서 그런데 기사님 계좌로 2만 원만 대신 입금해줄 수 있을까?
당연하지. 기사님 계좌번호랑 예금주명 문자로 찍어서 보내줘.
정말 고마워. 지금 바로 문자로 전송했어. 확인 부탁해.
응, 지금 확인했고 바로 송금했어. 기사님께 확인해달라고 말씀드려.
다행이다. 기사님이 확인하셨대. 진짜 덕분에 살았다.
별일 아니니 신경 쓰지 마. 조심해서 내려서 이동해.
응, 나중에 밥 한 끼 거하게 살게. 끊을게!"
402,일반 대화,"민수야, 이번 주말에 영수 결혼식 가는 거 맞지?
응, 당연히 가야지. 너도 그때 같이 가는 거 아니었어?
내가 갑자기 지방 출장이 잡혀서 못 갈 것 같아서 연락했어.
아 진짜? 영수가 많이 아쉬워하겠다. 너 꼭 온다고 했잖아.
그러니까 말이야. 미안한데 내 축의금 15,000원 좀 대신 내줄 수 있어?
그래, 어려운 거 아니니까 내가 대신 내줄게. 봉투에 이름만 쓰면 되지?
응, 지금 바로 너한테 보낼 테니까 내 이름으로 부탁 좀 할게.
알겠어. 걱정 말고 출장 잘 다녀와. 식권은 내가 먹는다?
하하, 그래. 맛있는 거 많이 먹고 사진도 좀 찍어서 보내줘.
오케이, 내가 인증샷 제대로 남겨서 보내줄게. 수고해."
403,일반 대화,"나영야, 아까 점심 먹은 거 지금 정산하려고 하거든.
아 맞다. 내가 업무 때문에 정신이 없어서 깜빡하고 있었네.
영수증 보니까 총 4만 원 나왔더라고. 딱 반반하면 될 것 같아.
그래? 그럼 내가 2만 원 보내면 되는 거지? 계좌 그대로지?
응 맞아. 내 카카오뱅크 계좌 알지? 거기로 보내주면 돼.
오케이, 지금 앱 켜서 바로 입금했어. 확인 한번 부탁해.
잠시만... 어, 지금 막 입금 알림 떴어. 정확하게 들어왔네.
오늘 밥 진짜 맛있더라. 다음에는 내가 맛집 알아올게.
그래 좋아. 다음에는 네가 추천하는 곳으로 한번 가보자.
알겠어. 그럼 남은 오후도 업무 파이팅하고 이따 보자.
그래 너도 수고하고 이따 퇴근할 때 엘리베이터에서 봐."
404,일반 대화,"식후 커피는 누가 살까? 공평하게 가위바위보로 정할까?
좋아. 오늘 날씨도 좋은데 진 사람이 시원하게 쏘기로 하자.
그래. 진 사람이 점심값 내는 거다? 안 내면 진 거 가위바위보!
아싸! 내가 주먹 냈으니까 내가 이겼다. 잘 마실게 친구야.
아, 내가 졌네. 오늘따라 운이 없네. 알겠어 내가 살게.
여기 새로 생긴 카페 라떼가 진짜 맛있다던데 거기로 가자.
그래그래. 너 먹고 싶은 거 다 골라. 내가 결제할게.
오, 진짜? 그럼 나 케이크도 한 조각 먹어도 돼?
하하, 그래. 기분이다. 케이크까지 내가 쏠게. 가자.
역시 내 친구 최고네. 잘 먹겠습니다!"
405,일반 대화,"어? 준호야, 혹시 지금 네 계좌로 입금 알림 왔어?
어? 방금 5만 원 들어왔다고 알림 떴는데 이거 너야?
아, 내가 다른 사람한테 보내려다 실수로 너한테 잘못 보냈어.
깜짝이야. 나는 네가 갑자기 용돈 주는 줄 알고 좋아했잖아.
미안미안. 번거롭겠지만 다시 내 계좌로 돌려줄 수 있어?
알겠어. 너 국민은행 계좌 쓰는 거 맞지? 지금 바로 보낼게.
응 맞아. 바쁠 텐데 귀찮게 해서 정말 미안해.
아니야. 실수할 수도 있지. 지금 보냈으니까 확인해봐.
오, 바로 들어왔네. 빠르게 처리해줘서 정말 고맙다.
별말씀을요. 다음부터는 보낼 때 이름 잘 확인하고 보내.
응, 명심할게. 이따가 내가 캔커피 하나 사갈게."
406,일반 대화,"자, 다들 업무 중에 잠시만 주목해주세요. 공지할 게 있어요.
무슨 일이야? 또 회식 잡힌 건 아니지?
아니요, 이번 달 동아리 회비 걷을 시간이 다가와서요.
아, 벌써 시간이 그렇게 됐나? 저번 달에 낸 것 같은데.
이번 달은 연말 행사가 있어서 평소보다 많은 5천 원씩이에요.
알겠어. 총무님 고생이 많네. 총무 계좌로 보내면 되지?
네 맞아요. 오늘 퇴근 전까지 입금 부탁드릴게요.
지금 바로 인터넷 뱅킹으로 보냈어. 확인해줄래?
네, {f2}님 입금 확인되었습니다. 협조해주셔서 감사합니다.
그래, 행사 준비하느라 고생해. 필요한 거 있으면 말하고."
407,일반 대화,"수진야, 다음 주 화요일이 지훈이 생일인 거 알고 있어?
아 맞다. 달력에 표시해뒀는데 깜빡하고 있었네. 벌써 다음 주야?
응, 그래서 말인데 우리끼리 돈 모아서 큰 거 하나 사줄까?
오, 그거 좋은 생각이다. 각자 사는 것보다 그게 낫겠다.
내 생각에는 인당 점심값 정도면 에어팟 사줄 수 있을 것 같아.
그래. 가격도 부담 없고 딱 좋네. 내가 총대 메고 모을게.
아니야, 내가 이미 애들한테 말해뒀으니까 나한테 보내줘.
알겠어. 그럼 오늘 중으로 네 계좌로 바로 쏠게.
응, 돈 다 모이면 내가 주말에 백화점 가서 사올게.
그래, 수고가 많다. 선물 전달할 때 다 같이 모이자.
좋아. 식당 예약은 내가 알아보고 단톡방에 올릴게."
408,일반 대화,"동현야, 너 지금 백화점 쇼핑하러 나갔다고 했지?
응, 지금 막 도착해서 둘러보고 있어. 왜 필요한 거 있어?
혹시 쇼핑하고 돌아오는 길에 내 화장품 좀 사다 줄 수 있어?
그래 어려운 거 아니니까. 어떤 거? 브랜드랑 제품명 알려줘.
A브랜드 수분크림 하나면 돼. 아마 3만 원 정도 할 거야.
알겠어. 매장 보이면 바로 사서 들어갈게. 집으로 가면 돼?
응, 돈은 지금 바로 카카오페이로 보낼 테니까 확인해봐.
오케이, 입금 확인했어. 쇼핑 끝나고 바로 갈게.
짐도 많을 텐데 부탁 들어줘서 정말 고마워. 이따 보자.
응, 맛있는 간식 사 들고 갈 테니까 기다리고 있어."
409,일반 대화,"안녕하세요, 당근마켓 보고 연락드렸는데요. 물건 팔렸나요?
아니요, 아직 구매 가능하세요. 문의주셔서 감사합니다.
사진 보니까 상태가 좋아 보이는데 사용감은 어떤가요?
네, 제가 구매하고 나서 한 번밖에 안 써서 거의 새것 같아요.
그렇군요. 그럼 혹시 5천 원에 거래 가능할까요?
네, 쿨거래 해주시면 그 가격에 드릴게요. 어디서 뵐까요?
감사합니다. 제가 그쪽 동네 역 앞 편의점으로 갈게요.
알겠습니다. 그럼 오늘 저녁 7시에 뵙겠습니다.
네, 도착하면 다시 연락드리겠습니다. 조심히 나오세요.
네, 저도 시간 맞춰서 나가겠습니다. 이따 뵙겠습니다."
410,일반 대화,"나영야, 저번에 내가 급하게 빌렸던 돈 지금 갚으려고.
아, 급한 거 아니라고 했는데 벌써 갚으려고? 천천히 줘도 돼.
아니야, 월급 들어와서 바로 갚는 게 내 마음이 편해서 그래.
그래? 그럼 나야 고맙지. 무리하는 거 아니지?
전혀 아니야. 방금 5만 원 입금했으니까 확인 한번 해봐.
응, 지금 알림 울려서 봤어. 정확하게 잘 들어왔네.
그때 네가 바로 빌려줘서 진짜 큰 도움 됐어. 고마워.
친구끼리 돕고 사는 거지. 다음에 밥이나 한번 먹자.
그래. 시간 날 때 내가 맛있는 거 살게. 연락할게.
오케이, 주말 잘 보내고 다음에 보자. 안녕!"
411,일반 대화,"수진야, 주말 잘 보냈어? 날씨가 많이 춥더라.
응, 너도 잘 쉬었어? 나는 집에서 넷플릭스만 봤어.
다름이 아니라 저번에 우리 밥 먹고 정산한 거 말이야.
아! 맞다. 내가 아직 너한테 입금 안 했었나?
응, 아마 바빠서 깜빡한 것 같아서 연락했어.
진짜 미안해. 내가 요즘 정신이 없어서 완전히 잊고 있었네.
아니야 사과할 것까진 없어. 시간 날 때 보내주면 돼.
지금 바로 앱 켜서 보냈어. 늦어서 정말 미안해!
방금 들어왔어. 괜찮으니까 너무 신경 쓰지 마.
챙겨줘서 고맙다. 다음에는 내가 안 까먹고 칼같이 줄게.
그래, 남은 하루도 잘 보내고 다음에 회사에서 보자."
412,일반 대화,"철수야, 정말 미안한데 부탁 하나만 해도 될까?
왜 그렇게 뜸을 들여? 무슨 일인데? 말해봐.
내가 이번 달 카드값이 너무 많이 나와서 그런데 2만 원만 빌려줄 수 있어?
아, 어쩌지... 나도 이번 달에 경조사가 많아서 여유가 없는데.
아 그렇구나. 내가 너무 곤란한 부탁을 했네. 미안해.
아니야, 도움이 못 돼서 내가 더 미안해. 급한 일이야?
아니야, 다른 방법 알아볼게. 신경 쓰지 말고 일 봐.
그래, 잘 해결되길 바랄게. 다음에 밥이나 먹자.
응, 걱정해줘서 고마워. 나중에 다시 연락할게.
응, 너무 무리하지 말고. 힘내!"
413,일반 대화,"수진야, 혹시 지금 지갑에 현금 좀 가지고 있어?
아니, 나도 요즘은 카드만 들고 다니는데 왜 그래?
축의금 내야 하는데 근처에 ATM이 안 보여서 그래.
아, 저기 편의점 안에 ATM 기기 있는 것 같던데?
정말? 내가 못 봤나 봐. 혹시 내가 카드 줄 테니 뽑아다 줄 수 있어?
그래 알겠어. 내가 가서 뽑아다 줄게. 비밀번호는?
비밀번호는 카톡으로 보낼게. 수수료 나오면 내가 낼게.
알겠어. 잠깐만 기다려. 5분이면 다녀올 수 있어.
땡큐. 짐 지키고 있을게. 진짜 고맙다.
자 여기 현금이랑 카드. 수수료는 안 나왔어."
414,일반 대화,"이번 여행 갈 때 환전 얼마나 할 생각이야?
글쎄, 쇼핑을 많이 안 할 거라 적당히 하려고 생각 중이야.
나도 한 30만 원 정도만 할까 생각 중인데 부족하진 않겠지?
그 정도면 식비랑 교통비 하고도 충분할 것 같은데?
혹시 부족하면 현지에서 신용카드 쓰지 뭐.
맞아. 요즘은 해외에서도 카드 안 되는 곳 거의 없으니까.
그럼 내일 점심시간에 회사 앞 은행 같이 갈래?
그래 좋아. 우대 환율 쿠폰 있는지 내가 찾아볼게.
오, 센스쟁이. 그럼 내일 12시에 로비에서 만나자.
알겠어. 여권 챙기는 거 잊지 말고 내일 봐."
415,일반 대화,"영희야, 넷플릭스 1/4 요금 입금할 때가 된 것 같아.
아, 벌써 한 달이 지났나? 시간 진짜 빠르네.
응, 그리고 이번 달부터 요금이 조금 올라서 금액이 바뀌었어.
그래? 그럼 내가 총 얼마 보내면 되는 거야?
계산해보니까 3만 원 보내주면 될 것 같아.
알겠어. 지금 바로 토스로 보낼게. 잠시만 기다려.
응, 입금 확인했어. 주말에 재밌는 거 많이 봐.
오케이, 너도 주말 잘 보내고 추천작 있으면 알려줘.
요즘 새로 나온 드라마 재밌던데 나중에 공유해줄게.
좋아. 그럼 나중에 톡 할게. 안녕!"
416,일반 대화,"민수야, 나 치킨 기프티콘 하나 있는데 너 쓸래?
오, 갑자기 치킨? 무슨 일이야? 그냥 주는 거야?
선물 받았는데 내가 지금 다이어트 중이라 못 먹을 것 같아서.
아하, 그래서 나한테 파는 거야? 얼마에 줄 건데?
응, 원래 2만 원짜리인데 너한테는 {amt}에 줄게.
오, 가격 괜찮네. 오늘 저녁에 치맥 해야겠다. 콜!
그래 잘됐다. 이미지 바로 보낼 테니까 입금해줘.
지금 바로 보냈어. 덕분에 싸게 먹네. 고마워.
맛있게 먹어. 나는 닭가슴살이나 먹어야겠다.
다이어트 성공하길 바란다. 나중에 살 빼면 맛난 거 사줄게.
그래 그 말 잊지 마라. 이따 연락할게."
417,일반 대화,"민수야, 미안한데 네 계좌번호 좀 다시 알려줄래?
응? 갑자기 계좌는 왜? 무슨 일 있어?
아까 밥 먹은 거 정산해서 보내려는데 기록이 없어서.
아, 저번에 보낸 적 없었나? 괜찮은데 천천히 주지.
아니야, 잊어버리기 전에 깔끔하게 정산해야 내 마음이 편해.
알겠어. 국민은행 123-456... 여기로 보내면 돼.
응 지금 바로 보냈어. 입금자명 확인 한번 해봐.
잘 들어왔네. 고마워. 남은 오후도 수고해.
응 너도 고생하고 이따 퇴근할 때 보자.
그래, 조심해서 일해. 안녕!"
418,일반 대화,"미소야, 아까 우리 점심 먹은 식당 영수증 가지고 있어?
응, 지갑에 넣어놨어. 근데 영수증은 갑자기 왜?
회사에 야근 식대 청구해야 해서 증빙이 필요해서 그래.
아, 법인카드 안 가져가고 네 개인카드로 긁었었구나.
응, 깜빡하고 법카를 두고 나와서 내 걸로 결제했거든.
자 여기 있어. 사진 찍어서 올리면 되는 거지?
고마워. 이거 없으면 내 생돈 날릴 뻔했다. 다행이다.
꼼꼼하게 잘 챙겨. 다음에는 법카 꼭 챙기고.
그래야지. 덕분에 살았다. 이따 커피 한잔 살게.
오예, 그럼 나는 아이스 아메리카노로 부탁해."
419,일반 대화,"아 어떡하지... 나 아무래도 지갑을 잃어버린 것 같아.
뭐? 진짜? 어디서 잃어버린 것 같은지 기억나?
아까 점심 먹고 카페에 갔을 때 테이블에 두고 온 것 같아.
그럼 빨리 카페에 전화해봐. 직원분이 보관하고 계실 수도 있어.
지금 통화 중이라는데 마음이 너무 급하네. 현금도 많은데.
일단 진정하고 카드 정지부터 신청하는 게 좋겠어.
그래야겠다. 혹시 누가 주워서 썼을까 봐 너무 불안해.
내가 지금 같이 가줄까? 혼자 가면 경황없을 텐데.
그래주면 정말 고맙지. 지금 당장 나가보자.
응, 겉옷 챙겨서 나와. 내가 로비에서 기다릴게.
알겠어. 빨리 갈게. 진짜 미안하고 고마워."
